Natural Key;Dicofre;Freguesia;Concelho;Distrito;Latitude;Longitude
GuardizelaGUIMARÃESBRAGA;30823;Guardizela;GUIMARÃES;BRAGA;119378.624;189498.069
CandedoMURÇAVILA REAL;170701;Candedo;MURÇA;VILA REAL;-19403.033;190983.364
FradelosVILA NOVA DE FAMALICÃOBRAGA;31215;Fradelos;VILA NOVA DE FAMALICÃO;BRAGA;63730.3508;187915.602
Avidos e LagoaVILA NOVA DE FAMALICÃOBRAGA;31252;Avidos e Lagoa;VILA NOVA DE FAMALICÃO;BRAGA;-38882.027;189176.631
SendimFELGUEIRASPORTO;130324;Sendim;FELGUEIRAS;PORTO;-29444.11;190377.567
Riba de AveVILA NOVA DE FAMALICÃOBRAGA;31234;Riba de Ave;VILA NOVA DE FAMALICÃO;BRAGA;-3690.8279;190713.32
DelãesVILA NOVA DE FAMALICÃOBRAGA;31213;Delães;VILA NOVA DE FAMALICÃO;BRAGA;-21300.684;191210.921
BenlhevaiVILA FLORBRAGANÇA;41002;Benlhevai;VILA FLOR;BRAGANÇA;-23658.818;190948.743
Touguinha e TouguinhóVILA DO CONDEPORTO;131636;Touguinha e Touguinhó;VILA DO CONDE;PORTO;87159.439;190662.618
Vilarinho das CambasVILA NOVA DE FAMALICÃOBRAGA;31249;Vilarinho das Cambas;VILA NOVA DE FAMALICÃO;BRAGA;-48398.855;190398.756
Oliveira (São Mateus)VILA NOVA DE FAMALICÃOBRAGA;31242;Oliveira (São Mateus);VILA NOVA DE FAMALICÃO;BRAGA;-35663.803;190908.459
Conde e GandarelaGUIMARÃESBRAGA;30882;Conde e Gandarela;GUIMARÃES;BRAGA;-23036.239;191616.402
Vila VerdeALIJÓVILA REAL;170117;Vila Verde;ALIJÓ;VILA REAL;-17268.857;191686.065
SeideVILA NOVA DE FAMALICÃOBRAGA;31258;Seide;VILA NOVA DE FAMALICÃO;BRAGA;47956.6508;189373.55
InfiasVIZELABRAGA;31404;Infias;VIZELA;BRAGA;-28150.047;192120.715
LandimVILA NOVA DE FAMALICÃOBRAGA;31221;Landim;VILA NOVA DE FAMALICÃO;BRAGA;-14841.092;191870.074
Póvoa de Varzim, Beiriz e ArgivaiPÓVOA DE VARZIMPORTO;131315;Póvoa de Varzim, Beiriz e Argivai;PÓVOA DE VARZIM;PORTO;-27468.063;190709.171
São Tomé do Castelo e JustesVILA REALVILA REAL;171437;São Tomé do Castelo e Justes;VILA REAL;VILA REAL;-50905.593;190875.301
Ruivães e NovaisVILA NOVA DE FAMALICÃOBRAGA;31257;Ruivães e Novais;VILA NOVA DE FAMALICÃO;BRAGA;39351.9004;188609.371
Pombal e ValesALFÂNDEGA DA FÉBRAGANÇA;40126;Pombal e Vales;ALFÂNDEGA DA FÉ;BRAGANÇA;-25393.413;192021.584
Borba de MontanhaCELORICO DE BASTOBRAGA;30503;Borba de Montanha;CELORICO DE BASTO;BRAGA;94895.2977;190645.477
Tabuadelo e São FaustinoGUIMARÃESBRAGA;30891;Tabuadelo e São Faustino;GUIMARÃES;BRAGA;3264.99791;191199.199
RegadasFAFEBRAGA;30723;Regadas;FAFE;BRAGA;-12570.271;191825.093
JugueirosFELGUEIRASPORTO;130307;Jugueiros;FELGUEIRAS;PORTO;-1292.9999;191634.143
Torre do PinhãoSABROSAVILA REAL;171014;Torre do Pinhão;SABROSA;VILA REAL;-5732.7271;192294.78
Borbela e Lamas de OloVILA REALVILA REAL;171432;Borbela e Lamas de Olo;VILA REAL;VILA REAL;42759.0063;190636.026
Antas e Abade de VermoimVILA NOVA DE FAMALICÃOBRAGA;31250;Antas e Abade de Vermoim;VILA NOVA DE FAMALICÃO;BRAGA;29996.4079;188991.111
Serzedo e CalvosGUIMARÃESBRAGA;30889;Serzedo e Calvos;GUIMARÃES;BRAGA;-31110.885;192270.541
SerzedeloGUIMARÃESBRAGA;30866;Serzedelo;GUIMARÃES;BRAGA;-8690.6728;192625.403
TrindadeVILA FLORBRAGANÇA;41014;Trindade;VILA FLOR;BRAGANÇA;-19537.445;192842.677
Oliveira (Santa Maria)VILA NOVA DE FAMALICÃOBRAGA;31239;Oliveira (Santa Maria);VILA NOVA DE FAMALICÃO;BRAGA;88383.7041;192227.813
BalazarPÓVOA DE VARZIMPORTO;131305;Balazar;PÓVOA DE VARZIM;PORTO;480.494233;193963.853
PolvoreiraGUIMARÃESBRAGA;30837;Polvoreira;GUIMARÃES;BRAGA;-41089.87;192655.552
NespereiraGUIMARÃESBRAGA;30832;Nespereira;GUIMARÃES;BRAGA;-14191.225;193578.898
Ardegão, Arnozela e SeidõesFAFEBRAGA;30740;Ardegão, Arnozela e Seidões;FAFE;BRAGA;-16230.212;193068.769
Penas RoiasMOGADOUROBRAGANÇA;40812;Penas Roias;MOGADOURO;BRAGANÇA;729.278066;191896.989
CastelõesVILA NOVA DE FAMALICÃOBRAGA;31210;Castelões;VILA NOVA DE FAMALICÃO;BRAGA;125918.531;190642.65
Adoufe e Vilarinho de SamardãVILA REALVILA REAL;171431;Adoufe e Vilarinho de Samardã;VILA REAL;VILA REAL;-24665.946;193697.576
TravancaMOGADOUROBRAGANÇA;40820;Travanca;MOGADOURO;BRAGANÇA;34210.6428;189690.169
BrufeVILA NOVA DE FAMALICÃOBRAGA;31206;Brufe;VILA NOVA DE FAMALICÃO;BRAGA;136083.211;192318.268
PinheiroGUIMARÃESBRAGA;30836;Pinheiro;GUIMARÃES;BRAGA;-34069.79;193851.062
Silvares (São Martinho)FAFEBRAGA;30729;Silvares (São Martinho);FAFE;BRAGA;-12792.414;194158.762
Vilares de VilariçaALFÂNDEGA DA FÉBRAGANÇA;40120;Vilares de Vilariça;ALFÂNDEGA DA FÉ;BRAGANÇA;-2762.5866;193505.033
Abação e GémeosGUIMARÃESBRAGA;30875;Abação e Gémeos;GUIMARÃES;BRAGA;92094.0248;192654.557
Vila Nova de Famalicão e CalendárioVILA NOVA DE FAMALICÃOBRAGA;31260;Vila Nova de Famalicão e Calendário;VILA NOVA DE FAMALICÃO;BRAGA;-10968.694;193327.123
RequiãoVILA NOVA DE FAMALICÃOBRAGA;31233;Requião;VILA NOVA DE FAMALICÃO;BRAGA;-33267.102;192241.823
PedomeVILA NOVA DE FAMALICÃOBRAGA;31230;Pedome;VILA NOVA DE FAMALICÃO;BRAGA;-28949.418;193644.038
Selho (São Cristóvão)GUIMARÃESBRAGA;30850;Selho (São Cristóvão);GUIMARÃES;BRAGA;-21288.298;194163.042
Rio Mau e ArcosVILA DO CONDEPORTO;131635;Rio Mau e Arcos;VILA DO CONDE;PORTO;-17894.633;194007.268
FiolhosoMURÇAVILA REAL;170703;Fiolhoso;MURÇA;VILA REAL;-45673.844;192729.493
Avidagos, Navalho e PereiraMIRANDELABRAGANÇA;40739;Avidagos, Navalho e Pereira;MIRANDELA;BRAGANÇA;53871.8826;192579.095
GondarGUIMARÃESBRAGA;30821;Gondar;GUIMARÃES;BRAGA;70118.1506;191995.164
MogegeVILA NOVA DE FAMALICÃOBRAGA;31225;Mogege;VILA NOVA DE FAMALICÃO;BRAGA;-19809.12;194598.71
São Cristóvão de Mondim de BastoMONDIM DE BASTOVILA REAL;170505;São Cristóvão de Mondim de Basto;MONDIM DE BASTO;VILA REAL;-23250.255;194869.509
Brunhozinho, Castanheira e SanhoaneMOGADOUROBRAGANÇA;40829;Brunhozinho, Castanheira e Sanhoane;MOGADOURO;BRAGANÇA;15429.2452;192583.355
Britelo, Gémeos e OurilheCELORICO DE BASTOBRAGA;30523;Britelo, Gémeos e Ourilhe;CELORICO DE BASTO;BRAGA;131704.829;190981.749
FrechasMIRANDELABRAGANÇA;40716;Frechas;MIRANDELA;BRAGANÇA;10696.5665;192025.46
MurçaMURÇAVILA REAL;170705;Murça;MURÇA;VILA REAL;82438.7178;192749.149
Gondifelos, Cavalões e OutizVILA NOVA DE FAMALICÃOBRAGA;31255;Gondifelos, Cavalões e Outiz;VILA NOVA DE FAMALICÃO;BRAGA;56871.5248;193902.479
ArmilFAFEBRAGA;30705;Armil;FAFE;BRAGA;-37544.977;194107.642
Aver-o-Mar, Amorim e TerrosoPÓVOA DE VARZIMPORTO;131313;Aver-o-Mar, Amorim e Terroso;PÓVOA DE VARZIM;PORTO;-4998.595;194520.357
Noura e PalheirosMURÇAVILA REAL;170711;Noura e Palheiros;MURÇA;VILA REAL;-51414.109;193636.529
Canedo de Basto e CorgoCELORICO DE BASTOBRAGA;30525;Canedo de Basto e Corgo;CELORICO DE BASTO;BRAGA;61332.4649;194072.26
CaravelasMIRANDELABRAGANÇA;40710;Caravelas;MIRANDELA;BRAGANÇA;13937.9422;196635.112
JoaneVILA NOVA DE FAMALICÃOBRAGA;31219;Joane;VILA NOVA DE FAMALICÃO;BRAGA;89543.4494;196658.648
Mesão FrioGUIMARÃESBRAGA;30830;Mesão Frio;GUIMARÃES;BRAGA;-24174.934;196888.498
Valongo de MilhaisMURÇAVILA REAL;170708;Valongo de Milhais;MURÇA;VILA REAL;-10386.911;197493.782
FafeFAFEBRAGA;30709;Fafe;FAFE;BRAGA;57033.0603;197182.868
CarvalhasBARCELOSBRAGA;30221;Carvalhas;BARCELOS;BRAGA;-3520.5702;197812.512
Basto (São Clemente)CELORICO DE BASTOBRAGA;30520;Basto (São Clemente);CELORICO DE BASTO;BRAGA;-38514.471;200307.744
PassosFAFEBRAGA;30719;Passos;FAFE;BRAGA;7309.39129;199652.907
PonteGUIMARÃESBRAGA;30838;Ponte;GUIMARÃES;BRAGA;-5814.0044;201140.863
Leitões, Oleiros e FigueiredoGUIMARÃESBRAGA;30883;Leitões, Oleiros e Figueiredo;GUIMARÃES;BRAGA;-17020.226;200019.649
Bornes e BurgaMACEDO DE CAVALEIROSBRAGANÇA;40540;Bornes e Burga;MACEDO DE CAVALEIROS;BRAGANÇA;-21909.463;200305.744
Guisande e Oliveira (São Pedro)BRAGABRAGA;30372;Guisande e Oliveira (São Pedro);BRAGA;BRAGA;93292.2483;198362.847
Prazins Santo Tirso e CorviteGUIMARÃESBRAGA;30885;Prazins Santo Tirso e Corvite;GUIMARÃES;BRAGA;-27143.951;201043.728
Selho São Lourenço e GominhãesGUIMARÃESBRAGA;30888;Selho São Lourenço e Gominhães;GUIMARÃES;BRAGA;-14798.531;201183.873
AteiMONDIM DE BASTOVILA REAL;170501;Atei;MONDIM DE BASTO;VILA REAL;-12675.847;200874.222
Arco de Baúlhe e Vila NuneCABECEIRAS DE BASTOBRAGA;30419;Arco de Baúlhe e Vila Nune;CABECEIRAS DE BASTO;BRAGA;18002.8346;198074.545
TebosaBRAGABRAGA;30357;Tebosa;BRAGA;BRAGA;15030.626;199965.76
CristeloBARCELOSBRAGA;30228;Cristelo;BARCELOS;BRAGA;-29267.412;201583.672
ValesVALPAÇOSVILA REAL;171227;Vales;VALPAÇOS;VILA REAL;-47546.729;200784.944
VinhósFAFEBRAGA;30736;Vinhós;FAFE;BRAGA;64063.6638;200121.374
Sande Vila Nova e Sande São ClementeGUIMARÃESBRAGA;30887;Sande Vila Nova e Sande São Clemente;GUIMARÃES;BRAGA;-3601.5338;201500.207
CambesesBARCELOSBRAGA;30216;Cambeses;BARCELOS;BRAGA;-19592.063;201130.421
BastoCABECEIRAS DE BASTOBRAGA;30404;Basto;CABECEIRAS DE BASTO;BRAGA;-33187.488;201533.81
ChacimMACEDO DE CAVALEIROSBRAGANÇA;40509;Chacim;MACEDO DE CAVALEIROS;BRAGANÇA;11974.17;201349.642
BarqueirosBARCELOSBRAGA;30215;Barqueiros;BARCELOS;BRAGA;103390.399;200762.028
Escudeiros e Penso (Santo Estêvão e São Vicente)BRAGABRAGA;30369;Escudeiros e Penso (Santo Estêvão e São Vicente);BRAGA;BRAGA;-49746.899;200617.643
Vale de AsnesMIRANDELABRAGANÇA;40731;Vale de Asnes;MIRANDELA;BRAGANÇA;-24743.77;201420.608
PalaçouloMIRANDA DO DOUROBRAGANÇA;40609;Palaçoulo;MIRANDA DO DOURO;BRAGANÇA;89236.4413;200441.172
Prazins (Santa Eufémia)GUIMARÃESBRAGA;30842;Prazins (Santa Eufémia);GUIMARÃES;BRAGA;140854.117;199228.973
Carreira e Fonte CobertaBARCELOSBRAGA;30295;Carreira e Fonte Coberta;BARCELOS;BRAGA;-15643.607;202171.387
RibeirosFAFEBRAGA;30725;Ribeiros;FAFE;BRAGA;-35082.383;201632.928
Milhazes, Vilar de Figos e FariaBARCELOSBRAGA;0302FA;Milhazes, Vilar de Figos e Faria;BARCELOS;BRAGA;640.736591;201322.27
PereiraBARCELOSBRAGA;30259;Pereira;BARCELOS;BRAGA;-44242.892;201350.513
Vreia de JalesVILA POUCA DE AGUIARVILA REAL;171316;Vreia de Jales;VILA POUCA DE AGUIAR;VILA REAL;-41813.427;202296.14
Silveiros e Rio Covo (Santa Eulália)BARCELOSBRAGA;0302FE;Silveiros e Rio Covo (Santa Eulália);BARCELOS;BRAGA;44287.9687;197360.405
Sande (São Martinho)GUIMARÃESBRAGA;30858;Sande (São Martinho);GUIMARÃES;BRAGA;-37064.727;201220.478
Atães e RendufeGUIMARÃESBRAGA;30878;Atães e Rendufe;GUIMARÃES;BRAGA;-19220.379;202873.564
CaldelasGUIMARÃESBRAGA;30808;Caldelas;GUIMARÃES;BRAGA;-8798.6065;200263.914
São TorcatoGUIMARÃESBRAGA;30865;São Torcato;GUIMARÃES;BRAGA;-17640.555;202493.171
EstorãosFAFEBRAGA;30708;Estorãos;FAFE;BRAGA;-10554.84;201850.533
LamasBRAGABRAGA;30322;Lamas;BRAGA;BRAGA;-431.98997;201477.989
PriscosBRAGABRAGA;30336;Priscos;BRAGA;BRAGA;-25143.578;203313.613
RevelheFAFEBRAGA;30724;Revelhe;FAFE;BRAGA;-28667.811;202953.426
RuilheBRAGABRAGA;30338;Ruilhe;BRAGA;BRAGA;-2119.9879;202474.412
Vale BenfeitoMACEDO DE CAVALEIROSBRAGANÇA;40532;Vale Benfeito;MACEDO DE CAVALEIROS;BRAGANÇA;-30330.474;202850.717
RemelheBARCELOSBRAGA;30263;Remelhe;BARCELOS;BRAGA;95687.6472;201832.661
Morreira e TrandeirasBRAGABRAGA;30376;Morreira e Trandeiras;BRAGA;BRAGA;-39649.752;202286.626
Alvite e PassosCABECEIRAS DE BASTOBRAGA;30418;Alvite e Passos;CABECEIRAS DE BASTO;BRAGA;-22828.279;203140.403
Soutelo de AguiarVILA POUCA DE AGUIARVILA REAL;171310;Soutelo de Aguiar;VILA POUCA DE AGUIAR;VILA REAL;9080.00888;202192.499
BarcoGUIMARÃESBRAGA;30806;Barco;GUIMARÃES;BRAGA;39963.7027;200611.178
TravassósFAFEBRAGA;30733;Travassós;FAFE;BRAGA;-16444.261;203462.549
Arentim e CunhaBRAGABRAGA;30363;Arentim e Cunha;BRAGA;BRAGA;-4962.7881;203113.47
FigueiredoBRAGABRAGA;30315;Figueiredo;BRAGA;BRAGA;-31571.392;202642.801
Vila SecaBARCELOSBRAGA;30287;Vila Seca;BARCELOS;BRAGA;-25943.795;203660.677
MirandelaMIRANDELABRAGANÇA;40721;Mirandela;MIRANDELA;BRAGANÇA;-46211.453;203539.054
Cerva e LimõesRIBEIRA DE PENAVILA REAL;170908;Cerva e Limões;RIBEIRA DE PENA;VILA REAL;79786.5679;201236.449
São Pedro de Veiga de LilaVALPAÇOSVILA REAL;171223;São Pedro de Veiga de Lila;VALPAÇOS;VILA REAL;24132.4253;199236.468
MoureBARCELOSBRAGA;30252;Moure;BARCELOS;BRAGA;67245.0654;202397.339
Sande São Lourenço e BalazarGUIMARÃESBRAGA;30886;Sande São Lourenço e Balazar;GUIMARÃES;BRAGA;-35358.086;203624.442
Fonte Boa e Rio TintoESPOSENDEBRAGA;30619;Fonte Boa e Rio Tinto;ESPOSENDE;BRAGA;-19538.946;204141.793
CarvalhalBARCELOSBRAGA;30220;Carvalhal;BARCELOS;BRAGA;-49903.266;203589.988
EsporõesBRAGABRAGA;30313;Esporões;BRAGA;BRAGA;-42044.789;204434.045
AlvelosBARCELOSBRAGA;30208;Alvelos;BARCELOS;BRAGA;-23342.765;204636.217
CedãesMIRANDELABRAGANÇA;40712;Cedães;MIRANDELA;BRAGANÇA;-40698.516;204257.898
Sequeade e Bastuço (São João e Santo Estevão)BARCELOSBRAGA;0302FD;Sequeade e Bastuço (São João e Santo Estevão);BARCELOS;BRAGA;85559.2247;202413.613
PedraçaCABECEIRAS DE BASTOBRAGA;30413;Pedraça;CABECEIRAS DE BASTO;BRAGA;-33000.297;204140.208
Vilaça e FradelosBRAGABRAGA;30381;Vilaça e Fradelos;BRAGA;BRAGA;15596.707;203608.695
TalhasMACEDO DE CAVALEIROSBRAGANÇA;40530;Talhas;MACEDO DE CAVALEIROS;BRAGANÇA;-28953.877;204943.099
GrijóMACEDO DE CAVALEIROSBRAGANÇA;40515;Grijó;MACEDO DE CAVALEIROS;BRAGANÇA;119627.116;201757.229
TadimBRAGABRAGA;30356;Tadim;BRAGA;BRAGA;97050.6923;203638.882
AiróBARCELOSBRAGA;30205;Airó;BARCELOS;BRAGA;-30286.996;204830.264
GilmondeBARCELOSBRAGA;30237;Gilmonde;BARCELOS;BRAGA;-35380.923;205060.373
Gamil e MidõesBARCELOSBRAGA;30299;Gamil e Midões;BARCELOS;BRAGA;-43752.696;204486.587
FornelosBARCELOSBRAGA;30234;Fornelos;BARCELOS;BRAGA;-38372.654;204462.597
SuçãesMIRANDELABRAGANÇA;40729;Suçães;MIRANDELA;BRAGANÇA;-45985.365;205145.271
VárzeaBARCELOSBRAGA;30283;Várzea;BARCELOS;BRAGA;73847.2375;203374.856
OlmosMACEDO DE CAVALEIROSBRAGANÇA;40523;Olmos;MACEDO DE CAVALEIROS;BRAGANÇA;-37059.981;205002.832
BarcelinhosBARCELOSBRAGA;30213;Barcelinhos;BARCELOS;BRAGA;103505.858;203595.498
TresminasVILA POUCA DE AGUIARVILA REAL;171312;Tresminas;VILA POUCA DE AGUIAR;VILA REAL;-40846.333;205868.625
Duas IgrejasMIRANDA DO DOUROBRAGANÇA;40604;Duas Igrejas;MIRANDA DO DOURO;BRAGANÇA;51003.4496;202254.186
Vila Pouca de AguiarVILA POUCA DE AGUIARVILA REAL;171314;Vila Pouca de Aguiar;VILA POUCA DE AGUIAR;VILA REAL;149663.55;202812.202
JouMURÇAVILA REAL;170704;Jou;MURÇA;VILA REAL;42002.4219;203786.328
GemesesESPOSENDEBRAGA;30610;Gemeses;ESPOSENDE;BRAGA;58455.7907;201918.381
Celeirós, Aveleda e VimieiroBRAGABRAGA;30367;Celeirós, Aveleda e Vimieiro;BRAGA;BRAGA;-49557.642;205560.51
GonçaGUIMARÃESBRAGA;30820;Gonça;GUIMARÃES;BRAGA;-27098.924;204668.911
AdãesBARCELOSBRAGA;30203;Adães;BARCELOS;BRAGA;-9835.1158;204604.414
CarrapatasMACEDO DE CAVALEIROSBRAGANÇA;40507;Carrapatas;MACEDO DE CAVALEIROS;BRAGANÇA;-35949.608;206270.975
CanavesesVALPAÇOSVILA REAL;171206;Canaveses;VALPAÇOS;VILA REAL;94486.1236;205479.664
Freitas e Vila CovaFAFEBRAGA;30742;Freitas e Vila Cova;FAFE;BRAGA;63455.4812;204649.377
LongosGUIMARÃESBRAGA;30827;Longos;GUIMARÃES;BRAGA;-6420.8691;204980.802
Refojos de Basto, Outeiro e PainzelaCABECEIRAS DE BASTOBRAGA;30421;Refojos de Basto, Outeiro e Painzela;CABECEIRAS DE BASTO;BRAGA;-19658.857;205891.704
Lomar e ArcosBRAGABRAGA;30373;Lomar e Arcos;BRAGA;BRAGA;10242.6919;204985.932
MoraisMACEDO DE CAVALEIROSBRAGANÇA;40521;Morais;MACEDO DE CAVALEIROS;BRAGANÇA;-24767.615;206132.948
Veiga de LilaVALPAÇOSVILA REAL;171230;Veiga de Lila;VALPAÇOS;VILA REAL;112231.861;203132.716
Rio Covo (Santa Eugénia)BARCELOSBRAGA;30265;Rio Covo (Santa Eugénia);BARCELOS;BRAGA;67787.8036;205865.338
Souto Santa Maria, Souto São Salvador e GondomarGUIMARÃESBRAGA;30890;Souto Santa Maria, Souto São Salvador e Gondomar;GUIMARÃES;BRAGA;-38404.061;206675.551
PerelhalBARCELOSBRAGA;30260;Perelhal;BARCELOS;BRAGA;-12699.962;204701.239
SequeiraBRAGABRAGA;30354;Sequeira;BRAGA;BRAGA;-47268.258;206551.11
Briteiros São Salvador e Briteiros Santa LeocádiaGUIMARÃESBRAGA;30880;Briteiros São Salvador e Briteiros Santa Leocádia;GUIMARÃES;BRAGA;-28468.238;206811.537
Briteiros Santo Estêvão e DonimGUIMARÃESBRAGA;30879;Briteiros Santo Estêvão e Donim;GUIMARÃES;BRAGA;-16643.934;206415.076
Apúlia e FãoESPOSENDEBRAGA;30616;Apúlia e Fão;ESPOSENDE;BRAGA;-14602.238;205797.793
Moreira do Rei e Várzea CovaFAFEBRAGA;30744;Moreira do Rei e Várzea Cova;FAFE;BRAGA;-53021.951;202995.319
CarvalhaisMIRANDELABRAGANÇA;40711;Carvalhais;MIRANDELA;BRAGANÇA;3983.98665;202650.582
Santo EmiliãoPÓVOA DE LANHOSOBRAGA;30922;Santo Emilião;PÓVOA DE LANHOSO;BRAGA;81666.497;205745.706
AlvãoVILA POUCA DE AGUIARVILA REAL;171319;Alvão;VILA POUCA DE AGUIAR;VILA REAL;-13092.243;207165.859
Agrela e SerafãoFAFEBRAGA;30738;Agrela e Serafão;FAFE;BRAGA;34761.502;202921.208
Castelãos e Vilar do MonteMACEDO DE CAVALEIROSBRAGANÇA;40541;Castelãos e Vilar do Monte;MACEDO DE CAVALEIROS;BRAGANÇA;-5698.0114;207265.913
MatelaVIMIOSOBRAGANÇA;41108;Matela;VIMIOSO;BRAGANÇA;99817.6216;205221.615
GarfePÓVOA DE LANHOSOBRAGA;30913;Garfe;PÓVOA DE LANHOSO;BRAGA;125329.499;204714.203
CortiçosMACEDO DE CAVALEIROSBRAGANÇA;40510;Cortiços;MACEDO DE CAVALEIROS;BRAGANÇA;-9327.5897;207240.725
Ferreiros e GondizalvesBRAGABRAGA;30371;Ferreiros e Gondizalves;BRAGA;BRAGA;91661.0835;205519.283
Nogueira, Fraião e LamaçãesBRAGABRAGA;30377;Nogueira, Fraião e Lamaçães;BRAGA;BRAGA;-26310.266;207384.26
Creixomil e MarizBARCELOSBRAGA;30297;Creixomil e Mariz;BARCELOS;BRAGA;-22266.341;206936.836
MartimBARCELOSBRAGA;30247;Martim;BARCELOS;BRAGA;-44786.884;207569.142
Monte e QueimadelaFAFEBRAGA;30743;Monte e Queimadela;FAFE;BRAGA;-31680.998;207204.047
Areias de Vilar e EncouradosBARCELOSBRAGA;30292;Areias de Vilar e Encourados;BARCELOS;BRAGA;-1559.9707;206298.556
Cabreiros e Passos (São Julião)BRAGABRAGA;30366;Cabreiros e Passos (São Julião);BRAGA;BRAGA;-34522.771;207196.774
Braga (São José de São Lázaro e São João do Souto)BRAGABRAGA;30365;Braga (São José de São Lázaro e São João do Souto);BRAGA;BRAGA;-30098.196;207313.202
Braga (Maximinos, Sé e Cividade)BRAGABRAGA;30364;Braga (Maximinos, Sé e Cividade);BRAGA;BRAGA;-23863.425;208246.684
Campos e LouredoPÓVOA DE LANHOSOBRAGA;30932;Campos e Louredo;PÓVOA DE LANHOSO;BRAGA;-25269.223;208561.08
CavezCABECEIRAS DE BASTOBRAGA;30407;Cavez;CABECEIRAS DE BASTO;BRAGA;-12602.848;208422.391
EspinhoBRAGABRAGA;30312;Espinho;BRAGA;BRAGA;19845.4623;205888.291
ManhenteBARCELOSBRAGA;30245;Manhente;BARCELOS;BRAGA;-18770.244;208486.694
Tamel (São Veríssimo)BARCELOSBRAGA;30277;Tamel (São Veríssimo);BARCELOS;BRAGA;-36684.139;208669.095
ArcozeloBARCELOSBRAGA;30209;Arcozelo;BARCELOS;BRAGA;-38506.207;208601.196
Avantos e RomeuMIRANDELABRAGANÇA;40738;Avantos e Romeu;MIRANDELA;BRAGANÇA;-39685.967;208449.78
Silva e Águas VivasMIRANDA DO DOUROBRAGANÇA;40621;Silva e Águas Vivas;MIRANDA DO DOURO;BRAGANÇA;87628.4228;207753.27
Algoso, Campo de Víboras e UvaVIMIOSOBRAGANÇA;41115;Algoso, Campo de Víboras e Uva;VIMIOSO;BRAGANÇA;140844.615;205349.976
Vilar SecoVIMIOSOBRAGANÇA;41113;Vilar Seco;VIMIOSO;BRAGANÇA;132917.009;204515.768
Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)BARCELOSBRAGA;30293;Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro);BARCELOS;BRAGA;144535.164;207098.852
Nogueiró e TenõesBRAGABRAGA;30378;Nogueiró e Tenões;BRAGA;BRAGA;-41600.993;207695.331
VilelaPÓVOA DE LANHOSOBRAGA;30929;Vilela;PÓVOA DE LANHOSO;BRAGA;-20879.272;208993.527
Aboim, Felgueiras, Gontim e PedraídoFAFEBRAGA;30737;Aboim, Felgueiras, Gontim e Pedraído;FAFE;BRAGA;-10662.228;209342.927
AreiasBARCELOSBRAGA;30210;Areias;BARCELOS;BRAGA;2694.59353;206805.287
Santa Maria de EmeresVALPAÇOSVILA REAL;171219;Santa Maria de Emeres;VALPAÇOS;VILA REAL;-33992.971;209890.005
PousaBARCELOSBRAGA;30261;Pousa;BARCELOS;BRAGA;62398.6299;208026.179
Arosa e CastelõesGUIMARÃESBRAGA;30877;Arosa e Castelões;GUIMARÃES;BRAGA;-31971.504;209305.386
Bornes de AguiarVILA POUCA DE AGUIARVILA REAL;171303;Bornes de Aguiar;VILA POUCA DE AGUIAR;VILA REAL;-6563.2652;209174.439
Ribeira de Pena (Salvador) e Santo Aleixo de Além-TâmegaRIBEIRA DE PENAVILA REAL;170909;Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;RIBEIRA DE PENA;VILA REAL;46446.7569;207506.538
Vale da PorcaMACEDO DE CAVALEIROSBRAGANÇA;40533;Vale da Porca;MACEDO DE CAVALEIROS;BRAGANÇA;26257.5251;205308.217
GalegosPÓVOA DE LANHOSOBRAGA;30912;Galegos;PÓVOA DE LANHOSO;BRAGA;103013.436;208293.073
Abade de NeivaBARCELOSBRAGA;30201;Abade de Neiva;BARCELOS;BRAGA;-12253.887;210453.077
Padim da GraçaBRAGABRAGA;30330;Padim da Graça;BRAGA;BRAGA;-42462.659;209546.12
SobrepostaBRAGABRAGA;30355;Sobreposta;BRAGA;BRAGA;-30019.281;210410.857
Macedo de CavaleirosMACEDO DE CAVALEIROSBRAGANÇA;40520;Macedo de Cavaleiros;MACEDO DE CAVALEIROS;BRAGANÇA;-16754.371;209173.466
Braga (São Vítor)BRAGABRAGA;30351;Braga (São Vítor);BRAGA;BRAGA;97405.6271;208237.093
Esposende, Marinhas e GandraESPOSENDEBRAGA;30618;Esposende, Marinhas e Gandra;ESPOSENDE;BRAGA;-22802.839;209854.681
Galegos (Santa Maria)BARCELOSBRAGA;30268;Galegos (Santa Maria);BARCELOS;BRAGA;-53413.126;208248.261
Galegos (São Martinho)BARCELOSBRAGA;30272;Galegos (São Martinho);BARCELOS;BRAGA;-37468.176;210684.597
GualtarBRAGABRAGA;30319;Gualtar;BRAGA;BRAGA;-35694.45;210235.99
Água Revés e CrastoVALPAÇOSVILA REAL;171201;Água Revés e Crasto;VALPAÇOS;VILA REAL;-21259.348;210989.253
TaídePÓVOA DE LANHOSOBRAGA;30926;Taíde;PÓVOA DE LANHOSO;BRAGA;66886.6973;209207.491
Sobradelo da GomaPÓVOA DE LANHOSOBRAGA;30925;Sobradelo da Goma;PÓVOA DE LANHOSO;BRAGA;-8111.6096;210009.718
Braga (São Vicente)BRAGABRAGA;30349;Braga (São Vicente);BRAGA;BRAGA;-3363.8288;209916.125
