Praia;Location_ID;Freguesias;Municipio;Distrito
Praia da Calada;110904;Encarnacao;MAFRA;LISBOA
Praia do Portinho Correia;110904;Encarnacao;MAFRA;LISBOA
Praia de Sao Lourenco;110913;Santo Isidoro;MAFRA;LISBOA
Praia dos Coxos;110913;Santo Isidoro;MAFRA;LISBOA
Praia dos Coxos (Surf);110913;Santo Isidoro;MAFRA;LISBOA
Praia do Banco do Cavalinho;110913;Santo Isidoro;MAFRA;LISBOA
Praia da Pesqueira;110913;Santo Isidoro;MAFRA;LISBOA
Praia do Penedo Mouro;110913;Santo Isidoro;MAFRA;LISBOA
Praia de Ribeira d'Ilhas;110906;Ericeira;MAFRA;LISBOA
Praia do Alibaba;110906;Ericeira;MAFRA;LISBOA
Praia de Mil Regos;110906;Ericeira;MAFRA;LISBOA
Praia da Orelheira;110906;Ericeira;MAFRA;LISBOA
Praia da Empa;110906;Ericeira;MAFRA;LISBOA
Praia dos Tombadoiros;110906;Ericeira;MAFRA;LISBOA
Praia do Matadouro;110906;Ericeira;MAFRA;LISBOA
Praia de Sao Sebastiao;110906;Ericeira;MAFRA;LISBOA
Praia do Norte;110906;Ericeira;MAFRA;LISBOA
Praia dos Pescadores;110906;Ericeira;MAFRA;LISBOA
Praia do Sul;110906;Ericeira;MAFRA;LISBOA
Praia do Muro da Galera;110902;Carvoeira;MAFRA;LISBOA
Praia da Foz do Lizandro;110902;Carvoeira;MAFRA;LISBOA
Praia de Sao Juliao;111127;Sao Joao das Lampas e Terrugem;SINTRA;LISBOA
Praia da Vigia;111127;Sao Joao das Lampas e Terrugem;SINTRA;LISBOA
Praia da Samarra;111127;Sao Joao das Lampas e Terrugem;SINTRA;LISBOA
Praia do Giribeto;111127;Sao Joao das Lampas e Terrugem;SINTRA;LISBOA
Praia do Magoito;111127;Sao Joao das Lampas e Terrugem;SINTRA;LISBOA
Praia da Aguda;111127;Sao Joao das Lampas e Terrugem;SINTRA;LISBOA
Praia das Azenhas do Mar;111105;Colares;SINTRA;LISBOA
Praia das Macas;111105;Colares;SINTRA;LISBOA
Praia Pequena do Rodizio;111105;Colares;SINTRA;LISBOA
Praia Grande do Rodizio;111105;Colares;SINTRA;LISBOA
Praia da Adraga;111105;Colares;SINTRA;LISBOA
Praia do Cavalo;111105;Colares;SINTRA;LISBOA
Praia do Caneiro;111105;Colares;SINTRA;LISBOA
Praia da Ursa;111105;Colares;SINTRA;LISBOA
Praia da Aroeira;111105;Colares;SINTRA;LISBOA
Praia do Lourical;111105;Colares;SINTRA;LISBOA
Praia de Assentiz;111105;Colares;SINTRA;LISBOA
Praia do Porto do Touro;110501;Alcabideche;CASCAIS;LISBOA
Praia da Grota;110501;Alcabideche;CASCAIS;LISBOA
Praia do Abano;110501;Alcabideche;CASCAIS;LISBOA
Praia Grande do Guincho;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia da Agua Doce;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia da Crismina;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia da Arriba;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia de Santa Marta;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia da Ribeira de Cascais;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia da Rainha;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia do Hotel Albatroz;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia da Conceicao;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia da Duquesa;110508;Cascais e Estoril;CASCAIS;LISBOA
Piscina Oceanica Alberto Romano;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia das Moitas;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia do Tamariz;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia do Pescoco do Cavalo;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia da Poca;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia da Azarujinha;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia de Sao Pedro do Estoril;110508;Cascais e Estoril;CASCAIS;LISBOA
Praia da Bafureira;110507;Carcavelos e Parede;CASCAIS;LISBOA
Praia das Avencas;110507;Carcavelos e Parede;CASCAIS;LISBOA
Praia da Parede;110507;Carcavelos e Parede;CASCAIS;LISBOA
Praia de Carcavelos;110507;Carcavelos e Parede;CASCAIS;LISBOA
Praia dos Gemeos;110507;Carcavelos e Parede;CASCAIS;LISBOA
Praia do Moinho;110507;Carcavelos e Parede;CASCAIS;LISBOA
Praia da Torre;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia da Laje;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia de Santo Amaro de Oeiras;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia das Fontainhas;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia de Paco de Arcos;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia Velha;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia da Giribita;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia de Caxias;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia de Sao Bruno;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia da Cruz Quebrada;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia do Dafundo;111014;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA
Praia de Alges;111012;Alges, Linda-a-Velha e Cruz Quebrada-Dafundo;OEIRAS;LISBOA
Praia da Trafaria;150313;Caparica e Trafaria;ALMADA;SETUBAL
Praia do Segundo Torrao;150313;Caparica e Trafaria;ALMADA;SETUBAL
Praia da Cova do Vapor;150313;Caparica e Trafaria;ALMADA;SETUBAL
Praia de Sao Joao da Caparica;150313;Caparica e Trafaria;ALMADA;SETUBAL
Praia do Norte;150303;Costa da Caparica;ALMADA;SETUBAL
Praia de Santo Antonio da Caparica;150303;Costa da Caparica;ALMADA;SETUBAL
Praia do C.D.S.;150303;Costa da Caparica;ALMADA;SETUBAL
Praia do Tarquinio-Paraiso;150303;Costa da Caparica;ALMADA;SETUBAL
Praia do Dragao Vermelho;150303;Costa da Caparica;ALMADA;SETUBAL
Praia Nova;150303;Costa da Caparica;ALMADA;SETUBAL
Nova Praia;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Saude;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Cornelia;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Mata;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Riviera;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Rainha;150303;Costa da Caparica;ALMADA;SETUBAL
Praia do Castelo;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Cabana do Pescador;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Princesa;150303;Costa da Caparica;ALMADA;SETUBAL
Praia do Rei;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Morena;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Sereia;150303;Costa da Caparica;ALMADA;SETUBAL
Praia do Infante;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Nova Vaga;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Bela Vista;150303;Costa da Caparica;ALMADA;SETUBAL
Praia do Dezanove;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Fonte da Telha;150303;Costa da Caparica;ALMADA;SETUBAL
Praia da Adica;150303;Costa da Caparica;ALMADA;SETUBAL
Praia dos Medos de Albufeira;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia dos Olhos de Agua;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia do Galherao;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia da Boca Velha;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia da Lagoa de Albufeira (Mar);151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia de Alfarim;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia do Moinho de Baixo;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia da Tramagueira;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia do Rio da Prata;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia do Penedo;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia das Bicas;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia da Pipa;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia da Foz;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia do Rebenta Bois;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia do Seixalinho;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia do Areia do Mastro;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia dos Lagosteiros;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia do Cavalo;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia da Baleeira;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia do Inferno;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia de Cramesines;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia de Vale Covo;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia do Temporal;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia da Mijona;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia da Ribeira do Cavalo;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Prainha;151102;Sesimbra (Santiago);SESIMBRA;SETUBAL
Praia do Ouro;151102;Sesimbra (Santiago);SESIMBRA;SETUBAL
Praia da California;151102;Sesimbra (Santiago);SESIMBRA;SETUBAL
Praia dos Penedos;151101;Sesimbra (Castelo);SESIMBRA;SETUBAL
Praia de Alpertuche;151209;Azeitao (Sao Lourenco e Sao Simao);SETUBAL;SETUBAL
Praia dos Pilotos;151209;Azeitao (Sao Lourenco e Sao Simao);SETUBAL;SETUBAL
Praia do Portinho da Arrabida;151209;Azeitao (Sao Lourenco e Sao Simao);SETUBAL;SETUBAL
Praia do Creiro;151209;Azeitao (Sao Lourenco e Sao Simao);SETUBAL;SETUBAL
Praia do Monte Branco;151209;Azeitao (Sao Lourenco e Sao Simao);SETUBAL;SETUBAL
Praia da Anicha;151209;Azeitao (Sao Lourenco e Sao Simao);SETUBAL;SETUBAL
Praia dos Coelhos;151209;Azeitao (Sao Lourenco e Sao Simao);SETUBAL;SETUBAL
Praia de Galapinhos;151209;Azeitao (Sao Lourenco e Sao Simao);SETUBAL;SETUBAL
Praia de Galapos;151209;Azeitao (Sao Lourenco e Sao Simao);SETUBAL;SETUBAL
Praia da Figueirinha;151210;Setubal (Sao Juliao, Nossa Senhora da Anunciada e Santa Maria da Graca);SETUBAL;SETUBAL
Praia do Outao;151210;Setubal (Sao Juliao, Nossa Senhora da Anunciada e Santa Maria da Graca);SETUBAL;SETUBAL
Praia da Rasca;151210;Setubal (Sao Juliao, Nossa Senhora da Anunciada e Santa Maria da Graca);SETUBAL;SETUBAL
Praia da Comenda;151210;Setubal (Sao Juliao, Nossa Senhora da Anunciada e Santa Maria da Graca);SETUBAL;SETUBAL
Praia de Albarquel;151210;Setubal (Sao Juliao, Nossa Senhora da Anunciada e Santa Maria da Graca);SETUBAL;SETUBAL
Praia de Troia (Rio);150505;Carvalhal;GRANDOLA;SETUBAL
Praia de Troia (Mar);150505;Carvalhal;GRANDOLA;SETUBAL
Praia de Troia-Bico das Lulas;150505;Carvalhal;GRANDOLA;SETUBAL
Praia da Questa;150505;Carvalhal;GRANDOLA;SETUBAL
Praia de Troia-Gale;150505;Carvalhal;GRANDOLA;SETUBAL
Praia do Golfe;150505;Carvalhal;GRANDOLA;SETUBAL
Praia do Campismo;150505;Carvalhal;GRANDOLA;SETUBAL
Praia Atlantica;150505;Carvalhal;GRANDOLA;SETUBAL
Praia da Malha da Costa;150505;Carvalhal;GRANDOLA;SETUBAL
Praia da Comporta;150505;Carvalhal;GRANDOLA;SETUBAL
Praia da Torre;150505;Carvalhal;GRANDOLA;SETUBAL
Praia dos Brejos;150505;Carvalhal;GRANDOLA;SETUBAL
Praia do Carvalhal;150505;Carvalhal;GRANDOLA;SETUBAL
Praia do Pego;150505;Carvalhal;GRANDOLA;SETUBAL
Praia da Raposa;150505;Carvalhal;GRANDOLA;SETUBAL
Praia do Pinheirinho;150503;Melides;GRANDOLA;SETUBAL
Praia da Gale-Fontainhas;150503;Melides;GRANDOLA;SETUBAL
Praia da Aberta Nova;150503;Melides;GRANDOLA;SETUBAL
Praia da Vigia;150503;Melides;GRANDOLA;SETUBAL
Praia de Melides;150503;Melides;GRANDOLA;SETUBAL
Praia da Sesmaria;150503;Melides;GRANDOLA;SETUBAL
Praia da Costa de Santo Andre;150907;Santo Andre;SANTIAGO DO CACEM;SETUBAL
Praia do Monte Velho;150907;Santo Andre;SANTIAGO DO CACEM;SETUBAL
Praia das Areias Brancas;150907;Santo Andre;SANTIAGO DO CACEM;SETUBAL
Praia da Fonte do Cortico;150907;Santo Andre;SANTIAGO DO CACEM;SETUBAL
Praia da Sancha;151301;Sines;SINES;SETUBAL
Praia do Areao;151301;Sines;SINES;SETUBAL
Praia do Lago;151301;Sines;SINES;SETUBAL
Praia da Guia;151301;Sines;SINES;SETUBAL
Praia do Canto Mosqueiro;151301;Sines;SINES;SETUBAL
Praia Vasco da Gama;151301;Sines;SINES;SETUBAL
Praia de Sao Torpes;151301;Sines;SINES;SETUBAL
Praia da Pelengana;151301;Sines;SINES;SETUBAL
Praia de Morgavel;151301;Sines;SINES;SETUBAL
Praia da Navalheira;151301;Sines;SINES;SETUBAL
Praia de Vale Figueiros;151301;Sines;SINES;SETUBAL
Praia da Oliveirinha;151302;Porto Covo;SINES;SETUBAL
Praia da Foz;151302;Porto Covo;SINES;SETUBAL
Praia dos Canudos;151302;Porto Covo;SINES;SETUBAL
Praia do Burrinho;151302;Porto Covo;SINES;SETUBAL
Praia da Samoqueira;151302;Porto Covo;SINES;SETUBAL
Praia de Porto Covinho;151302;Porto Covo;SINES;SETUBAL
Praia do Serro da Aguia;151302;Porto Covo;SINES;SETUBAL
Praia do Salto;151302;Porto Covo;SINES;SETUBAL
Praia da Cerca Nova;151302;Porto Covo;SINES;SETUBAL
Praia Grande de Porto Covo;151302;Porto Covo;SINES;SETUBAL
Praia do Espingardeiro;151302;Porto Covo;SINES;SETUBAL
Praia do Banho;151302;Porto Covo;SINES;SETUBAL
Praia da Gaivota;151302;Porto Covo;SINES;SETUBAL
Praia Pequena;151302;Porto Covo;SINES;SETUBAL
Praia dos Buizinhos;151302;Porto Covo;SINES;SETUBAL
Praia da Baia de Porto Covo;151302;Porto Covo;SINES;SETUBAL
Praia da Engardaceira;151302;Porto Covo;SINES;SETUBAL
Praia do Seizal;151302;Porto Covo;SINES;SETUBAL
Praia da Ilha do Pessegueiro;151302;Porto Covo;SINES;SETUBAL
Praia do Queimado;151302;Porto Covo;SINES;SETUBAL
Praia dos Aivados;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia da Cruz;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia do Saltinho;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia dos Nascedios;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia do Malhao (Centro);21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia do Malhao (Sul);21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia da Angra da Barreta;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia da Angra da Vaca;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia do Burdo;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia da Angra da Cerva;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia do Porto das Barcas;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia do Patacho;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia do Carreiro das Fazendas;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia do Farol;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia da Franquia;21111;Vila Nova de Milfontes;ODEMIRA;BEJA
Praia das Furnas;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia da Angra do Cozinhadouro;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia da Angra do Navio de Trigo;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia do Cavalo;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia do Brejo Largo;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia dos Picos;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia da Angra do Travesso;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia da Angra das Melancias;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia da Foz dos Ouricos;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia de Nossa Senhora;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia de Almograve;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia da Poca do Buraco;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia dos Carricos;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia da Barca Grande;21117;Longueira/Almograve;ODEMIRA;BEJA
Praia do Cao;21121;Sao Teotonio;ODEMIRA;BEJA
Praia da Laginha;21121;Sao Teotonio;ODEMIRA;BEJA
Praia do Cavaleiro;21121;Sao Teotonio;ODEMIRA;BEJA
Praia do Creleizao;21121;Sao Teotonio;ODEMIRA;BEJA
Praia da Lavagueira;21121;Sao Teotonio;ODEMIRA;BEJA
Praia do Tonel;21121;Sao Teotonio;ODEMIRA;BEJA
Praia da Baia da Arquinha;21121;Sao Teotonio;ODEMIRA;BEJA
Praia da Pedra da Bica;21121;Sao Teotonio;ODEMIRA;BEJA
Praia de Nossa Senhora;21121;Sao Teotonio;ODEMIRA;BEJA
Praia da Entrada da Barca;21121;Sao Teotonio;ODEMIRA;BEJA
Praia dos Carreirinhos;21121;Sao Teotonio;ODEMIRA;BEJA
Praia da Zambujeira do Mar;21121;Sao Teotonio;ODEMIRA;BEJA
Praia dos Alteirinhos;21121;Sao Teotonio;ODEMIRA;BEJA
Praia da Meia Laranja;21121;Sao Teotonio;ODEMIRA;BEJA
Praia das Bernosas;21121;Sao Teotonio;ODEMIRA;BEJA
Praia do Alvoriao;21121;Sao Teotonio;ODEMIRA;BEJA
Praia do Carvalhal;21121;Sao Teotonio;ODEMIRA;BEJA
Praia do Machado;21121;Sao Teotonio;ODEMIRA;BEJA
Praia da Amalia;21121;Sao Teotonio;ODEMIRA;BEJA
Praia da Azenha do Mar;21121;Sao Teotonio;ODEMIRA;BEJA
Praia da Baiona;21121;Sao Teotonio;ODEMIRA;BEJA
Praia de Odeceixe (Mar);80303;Odeceixe;ALJEZUR;FARO
Praia das Adegas;80303;Odeceixe;ALJEZUR;FARO
Praia do Guincho;80303;Odeceixe;ALJEZUR;FARO
Praia da Quebrada;80304;Rogil;ALJEZUR;FARO
Praia da Esteveira;80304;Rogil;ALJEZUR;FARO
Praia da Samouqueira;80304;Rogil;ALJEZUR;FARO
Praia da Barradinha;80304;Rogil;ALJEZUR;FARO
Praia do Vale dos Homens;80304;Rogil;ALJEZUR;FARO
Praia da Carreagem;80304;Rogil;ALJEZUR;FARO
Praia da Amoreira (Mar);80301;Aljezur;ALJEZUR;FARO
Praia do Monte Clerigo;80301;Aljezur;ALJEZUR;FARO
Praia da Fateixa;80301;Aljezur;ALJEZUR;FARO
Praia da Pipa;80301;Aljezur;ALJEZUR;FARO
Praia do Medo da Fonte Santa;80301;Aljezur;ALJEZUR;FARO
Praia da Arrifana;80301;Aljezur;ALJEZUR;FARO
Praia da Pedra Agulha;80301;Aljezur;ALJEZUR;FARO
Praia do Canal;80301;Aljezur;ALJEZUR;FARO
Praia do Penedo;80301;Aljezur;ALJEZUR;FARO
Praia de Vale Figueiras;80302;Bordeira;ALJEZUR;FARO
Praia da Bordeira;80302;Bordeira;ALJEZUR;FARO
Praia da Zimbreirinha;80302;Bordeira;ALJEZUR;FARO
Praia do Portinho do Forno;80302;Bordeira;ALJEZUR;FARO
Praia do Amado;80302;Bordeira;ALJEZUR;FARO
Prainha;80302;Bordeira;ALJEZUR;FARO
Praia da Murracao;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia da Manteiga;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia do Mirouco;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia dos Mouranitos;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia da Barriga;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia da Cordoama;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia do Castelejo;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia da Aguia;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia da Ponta Ruiva;81504;Sagres;VILA DO BISPO;FARO
Praia do Telheiro;81504;Sagres;VILA DO BISPO;FARO
Praia do Beliche;81504;Sagres;VILA DO BISPO;FARO
Praia do Tonel;81504;Sagres;VILA DO BISPO;FARO
Prainha das Pocas;81504;Sagres;VILA DO BISPO;FARO
Praia da Mareta;81504;Sagres;VILA DO BISPO;FARO
Praia da Baleeira;81504;Sagres;VILA DO BISPO;FARO
Praia do Martinhal;81504;Sagres;VILA DO BISPO;FARO
Praia dos Rebolinhos;81504;Sagres;VILA DO BISPO;FARO
Praia do Barranco;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia do Joao Vaz;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia da Ingrina;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia do Zavial;81506;Vila do Bispo e Raposeira;VILA DO BISPO;FARO
Praia das Furnas;81502;Budens;VILA DO BISPO;FARO
Praia da Foia do Carro;81502;Budens;VILA DO BISPO;FARO
Praia da Figueira;81502;Budens;VILA DO BISPO;FARO
Praia da Santa;81502;Budens;VILA DO BISPO;FARO
Praia da Salema;81502;Budens;VILA DO BISPO;FARO
Praia da Boca do Rio;81502;Budens;VILA DO BISPO;FARO
Praia de Almadena;81502;Budens;VILA DO BISPO;FARO
Praia das Cabanas Velhas;81502;Budens;VILA DO BISPO;FARO
Praia dos Rebolos;81502;Budens;VILA DO BISPO;FARO
Praia do Burgau;81502;Budens;VILA DO BISPO;FARO
Praia da Luz;80703;Luz;LAGOS;FARO
Praia de Porto de Mos;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia do Canavial;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia do Barranco do Martinho;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia da Balanca;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia dos Pinheiros;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia da Boneca;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia do Camilo;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia Dona Ana;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia do Pinhao;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia do Pinhao (Este);80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia dos Estudantes;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia da Batata;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia do Cais da Solaria;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia de Sao Roque;80708;Sao Goncalo de Lagos;LAGOS;FARO
Meia Praia;80708;Sao Goncalo de Lagos;LAGOS;FARO
Praia do Vale da Lama;80704;Odiaxere;LAGOS;FARO
Praia do Alvor (Poente);81101;Alvor;PORTIMAO;FARO
Praia do Alvor (Nascente);81101;Alvor;PORTIMAO;FARO
Prainha;81101;Alvor;PORTIMAO;FARO
Praia do Valentim de Carvalho;81101;Alvor;PORTIMAO;FARO
Praia do Submarino;81101;Alvor;PORTIMAO;FARO
Praia de Joao de Arens;81101;Alvor;PORTIMAO;FARO
Praia de Boiao;81101;Alvor;PORTIMAO;FARO
Praia do Barranco das Canas;81101;Alvor;PORTIMAO;FARO
Praia do Vau;81103;Portimao;PORTIMAO;FARO
Praia dos Careanos;81103;Portimao;PORTIMAO;FARO
Praia dos Tres Castelos;81103;Portimao;PORTIMAO;FARO
Praia da Rocha;81103;Portimao;PORTIMAO;FARO
Praia da Marina de Portimao;81103;Portimao;PORTIMAO;FARO
Praia da Angrinha;80602;Ferragudo;LAGOA;FARO
Praia Grande;80602;Ferragudo;LAGOA;FARO
Praia Grande (Sul);80602;Ferragudo;LAGOA;FARO
Praia da Infanta;80602;Ferragudo;LAGOA;FARO
Praia do Molhe;80602;Ferragudo;LAGOA;FARO
Praia do Pintadinho;80602;Ferragudo;LAGOA;FARO
Praia do Torrado;80602;Ferragudo;LAGOA;FARO
Praia dos Caneiros;80602;Ferragudo;LAGOA;FARO
Praia da Afurada;80602;Ferragudo;LAGOA;FARO
Praia do Mato;80602;Ferragudo;LAGOA;FARO
Praia da Grilheria;80607;Estombar e Parchal;LAGOA;FARO
Praia do Vale da Lapa;80607;Estombar e Parchal;LAGOA;FARO
Praia da Cama da Vaca;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Padre Vicente;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia da Salgadeira;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Vale Currais;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Vale Currais (Este);80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Paraiso;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia de Carvoeiro;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Vale Covo;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Vale Centianes;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Vale Espinhaco;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Carvalho;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia de Benagil;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia da Corredoura;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Cao Raivoso;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia da Mesquita (Oeste);80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia da Mesquita;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia da Marinha;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Buraco;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Pau;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia da Malhada do Baraco;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Barranquinho;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia do Salgueiro;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia da Estaquinha;80608;Lagoa e Carvoeiro;LAGOA;FARO
Praia de Albandeira;80604;Porches;LAGOA;FARO
Praia das Fontainhas;80604;Porches;LAGOA;FARO
Praia da Morena;80604;Porches;LAGOA;FARO
Praia do Pontal;80604;Porches;LAGOA;FARO
Praia do Barranco;80604;Porches;LAGOA;FARO
Praia do Barranco (Este);80604;Porches;LAGOA;FARO
